uuid,gender,tenure,phone_services,internet_services,contract_duration,payment_method,number_customer_service_calls,phone_min,internet_min,phone_monthly_charges,internet_monthly_charges,avg_monthly_bill,churn,trigger_price,trigger_quality,trigger_external,treatment,churn_after_treatment
954af6ae-febf-11ec-ac44-0242ac1c0002,Male,22,0,1,long-term,automatic transfer,6,0.0,4359.435891020621,0.0,35.11548291096195,52.87432096962529,0,0,0,0,,0
9558b5d2-febf-11ec-ac44-0242ac1c0002,Female,23,1,0,long-term,mail,1,118.66938908518628,0.0,20.174242359685312,0.0,20.547431812519626,0,0,0,0,,0
955ad010-febf-11ec-ac44-0242ac1c0002,Male,19,1,0,short-term,mail,0,122.81427347931984,0.0,20.87847871946315,0.0,19.0875,0,0,0,0,,0
954f4e7a-febf-11ec-ac44-0242ac1c0002,Female,72,1,1,long-term,email,0,123.37943168015501,9407.086455833616,20.974881377071142,83.6903237414033,103.12775797383951,0,0,0,0,,0
9555e33e-febf-11ec-ac44-0242ac1c0002,Male,38,1,1,long-term,automatic transfer,2,122.43698195262616,8092.573534634935,20.814469641831543,56.34426984221524,75.7057827201292,0,0,0,0,,0
954e43fe-febf-11ec-ac44-0242ac1c0002,Male,30,1,1,long-term,email,0,101.28157314138824,9536.896766042675,17.218049474672902,60.083035026281046,77.19037703817298,0,0,0,0,,0
95510cce-febf-11ec-ac44-0242ac1c0002,Female,63,1,1,short-term,automatic transfer,3,145.05633477168402,6665.751988534166,24.658674500196028,65.30943818646497,96.64790889,0,0,0,0,,0
954a7468-febf-11ec-ac44-0242ac1c0002,Female,8,0,1,short-term,email,1,0.0,3587.9385150073244,0.0,22.42793142070179,27.185627594128626,0,0,0,0,,0
9550829a-febf-11ec-ac44-0242ac1c0002,Female,11,1,1,short-term,mail,3,140.89800336207327,3959.038677093672,23.953451695879917,30.05287267410805,44.766097345589785,0,0,0,0,,0
955064f4-febf-11ec-ac44-0242ac1c0002,Female,46,1,1,long-term,automatic transfer,3,108.16016294963205,11907.737023084908,18.388025810672744,79.9344688848418,100.92813170912322,0,0,0,0,,0
95534ca0-febf-11ec-ac44-0242ac1c0002,Male,3,1,1,short-term,email,2,118.28773539618903,3998.6891582559015,20.10927027542572,52.47540107798857,55.0464,1,1,0,0,discount,0
954a3c14-febf-11ec-ac44-0242ac1c0002,Male,2,1,0,short-term,mail,0,115.21375177299555,0.0,19.590565367378925,0.0,13.466644731315084,0,0,0,0,,0
9558c338-febf-11ec-ac44-0242ac1c0002,Female,57,1,1,short-term,automatic transfer,1,121.93604043446095,11693.098558340962,20.70028442591396,82.023972703577,97.83500415583478,0,0,0,0,,0
955b94fa-febf-11ec-ac44-0242ac1c0002,Female,39,1,1,long-term,email,3,123.37943168015501,5244.64463240767,20.974881377071142,61.49894770042437,82.02171399515471,1,0,0,1,,1
95548188-febf-11ec-ac44-0242ac1c0002,Male,7,0,1,long-term,mail,1,0.0,3142.0002854008703,0.0,19.40559417073248,31.89894,0,0,0,0,,0
954d37b6-febf-11ec-ac44-0242ac1c0002,Female,71,1,1,long-term,automatic transfer,1,147.6757657422582,8045.301956789459,25.104263471145142,59.6246047936736,91.87284224162185,0,0,0,0,,0
9554096a-febf-11ec-ac44-0242ac1c0002,Female,56,1,1,short-term,automatic transfer,0,146.8339899332383,6146.578874581784,24.995704218727745,74.09536861067116,98.34125884997222,1,1,0,0,,1
955b14ee-febf-11ec-ac44-0242ac1c0002,Male,51,1,1,short-term,email,3,123.37943168015501,7111.171632436361,20.974881377071142,67.20121184646752,84.47594595311575,1,1,0,0,free_device,1
955a6332-febf-11ec-ac44-0242ac1c0002,Male,24,1,1,short-term,email,3,141.75462304873537,9471.867995222387,24.09770648154368,69.00551166915744,90.27276316447947,0,0,0,0,,0
954a2f12-febf-11ec-ac44-0242ac1c0002,Male,2,1,0,short-term,mail,5,120.47370331863883,0.0,20.486369941757243,0.0,15.461159215107845,0,0,0,0,,0
954e2194-febf-11ec-ac44-0242ac1c0002,Male,30,0,1,short-term,email,1,0.0,2673.5350731314284,0.0,32.30588766651701,46.29079347156218,0,0,0,0,,0
9555ee74-febf-11ec-ac44-0242ac1c0002,Male,38,1,1,long-term,email,1,116.65381596055852,11397.67170264683,19.81317608026465,85.2557638405652,103.1838465519394,0,0,0,0,discount,0
954fe70e-febf-11ec-ac44-0242ac1c0002,Male,27,1,0,long-term,automatic transfer,1,108.1852868704497,0.0,18.392278525237344,0.0,17.306513501003923,0,0,0,0,,0
9557d8c4-febf-11ec-ac44-0242ac1c0002,Male,4,1,1,short-term,automatic transfer,2,122.96955319964047,4407.182529629599,20.905132743960763,61.07584653389925,70.77590670062027,1,1,0,0,discount,1
9557375c-febf-11ec-ac44-0242ac1c0002,Male,41,1,1,long-term,automatic transfer,1,103.15954797275887,7244.903330946456,17.535184801100606,55.59744983191519,71.07664883348018,0,0,0,0,,0
954c47de-febf-11ec-ac44-0242ac1c0002,Female,58,1,0,long-term,automatic transfer,1,109.186173815713,0.0,18.561833097405206,0.0,25.420789563511573,0,0,0,0,,0
954d9cec-febf-11ec-ac44-0242ac1c0002,Male,71,1,0,long-term,email,2,159.88950594824553,0.0,27.179989738613003,0.0,19.165397092671718,0,0,0,0,,0
954b92ee-febf-11ec-ac44-0242ac1c0002,Male,62,1,1,long-term,automatic transfer,2,140.10810234013897,11326.166484206215,23.821446890903296,88.86762508850575,110.59160421290227,0,0,0,0,,0
955a50a4-febf-11ec-ac44-0242ac1c0002,Male,24,1,1,short-term,automatic transfer,4,103.8878904770522,2150.315538477519,17.661542988727525,30.167367907450537,47.9899091767465,0,0,0,0,,0
954c77d6-febf-11ec-ac44-0242ac1c0002,Female,25,1,1,short-term,automatic transfer,1,132.08165880446262,4586.356601319748,22.451650072250665,43.43125958673133,66.57340296258019,0,0,0,0,,0
95530df8-febf-11ec-ac44-0242ac1c0002,Female,3,0,1,short-term,email,0,0.0,1352.1100140934657,0.0,16.988380132099103,30.0361,1,0,0,1,,1
955992b8-febf-11ec-ac44-0242ac1c0002,Male,14,1,0,long-term,mail,5,112.41819292603894,0.0,19.110569445322813,0.0,18.006188934355503,0,0,0,0,,0
9556c42a-febf-11ec-ac44-0242ac1c0002,Female,55,1,1,long-term,mail,0,127.47949037099978,8604.65902091264,21.67000880253075,70.91823893067135,90.16979396049443,0,0,0,0,,0
9554ed9e-febf-11ec-ac44-0242ac1c0002,Male,35,1,0,long-term,automatic transfer,0,130.24584000394455,0.0,22.140552526228294,0.0,20.74141262948865,0,0,0,0,,0
95491668-febf-11ec-ac44-0242ac1c0002,Female,1,1,0,short-term,automatic transfer,0,119.84657311240235,0.0,20.377177442859697,0.0,9.542,0,0,0,0,,0
95495d58-febf-11ec-ac44-0242ac1c0002,Male,1,1,0,short-term,mail,2,117.52954960888904,0.0,19.982807382315823,0.0,9.754,1,1,0,0,discount,1
955aa8ec-febf-11ec-ac44-0242ac1c0002,Male,44,1,0,long-term,mail,1,132.84554605405168,0.0,22.58095378079223,0.0,20.183587351186645,0,0,0,0,,0
9553ce50-febf-11ec-ac44-0242ac1c0002,Female,64,1,1,long-term,mail,3,104.18327545822828,9209.292011801368,17.71227780454685,66.88515869972716,86.13263977092956,0,0,0,0,,0
9550a054-febf-11ec-ac44-0242ac1c0002,Female,11,1,1,short-term,email,1,132.9837520329932,4751.660666469406,22.605220605379653,67.48109335636101,86.67565110355285,1,0,0,1,,1
9548e4e0-febf-11ec-ac44-0242ac1c0002,Male,1,1,1,short-term,email,1,116.11580441757367,5475.583047930279,19.742326413380823,47.11742843185617,34.501,1,0,0,1,,1
9554b784-febf-11ec-ac44-0242ac1c0002,Female,35,0,1,short-term,mail,3,0.0,5189.217618745628,0.0,38.71346725513334,58.25372587024494,0,0,0,0,,0
954c850a-febf-11ec-ac44-0242ac1c0002,Male,25,1,1,short-term,email,2,125.49730337805893,7122.985351445212,21.33497165457604,48.19979370032762,66.85440058208475,0,0,0,0,,0
9548c7f8-febf-11ec-ac44-0242ac1c0002,Female,1,1,1,short-term,email,2,119.65397133264544,4232.730544094345,20.34421587276462,47.14429976404564,34.575,1,1,0,0,upgrade_package,1
9553b122-febf-11ec-ac44-0242ac1c0002,Male,50,0,1,long-term,email,1,0.0,6241.343451205757,0.0,47.34787702132893,66.5239497762764,0,0,0,0,,0
9549121c-febf-11ec-ac44-0242ac1c0002,Male,1,1,0,short-term,mail,1,111.75681428384591,0.0,19.001536393152907,0.0,10.168,0,0,0,0,,0
9553ae66-febf-11ec-ac44-0242ac1c0002,Male,50,1,1,long-term,automatic transfer,4,117.37552686591545,7111.204007101781,19.95225049145937,52.48376117264243,70.91412516419011,0,0,0,0,,0
9555683c-febf-11ec-ac44-0242ac1c0002,Male,29,0,1,long-term,email,0,0.0,1798.5905674857522,0.0,17.41406366827441,45.71395383840768,0,0,0,0,,0
9556ae36-febf-11ec-ac44-0242ac1c0002,Female,55,1,1,short-term,automatic transfer,1,117.80526978662117,10669.018682853715,20.02580505703659,80.26025485519123,90.62067360203801,0,0,0,0,,0
95557fd4-febf-11ec-ac44-0242ac1c0002,Male,65,1,1,short-term,email,0,154.76989997496423,9682.909901209472,26.309974684108326,65.5327172762938,90.42237558491703,0,0,0,0,,0
955aa040-febf-11ec-ac44-0242ac1c0002,Male,44,1,1,long-term,automatic transfer,2,137.7439325735822,3732.294868701274,23.43188733361294,33.95884043072648,54.89655789830306,0,0,0,0,,0
9550af86-febf-11ec-ac44-0242ac1c0002,Female,11,0,1,long-term,mail,2,0.0,3354.0018964380706,0.0,17.63375863497195,37.95305396509023,0,0,0,0,,0
954c4612-febf-11ec-ac44-0242ac1c0002,Female,58,1,0,long-term,automatic transfer,1,138.34220832107886,0.0,23.517602643198334,0.0,20.674400322336307,0,0,0,0,,0
955ac228-febf-11ec-ac44-0242ac1c0002,Female,19,1,1,short-term,email,0,136.85270221535527,11456.898669950077,23.265951968089496,77.89801521285037,92.27701180138185,0,0,0,0,,0
955104e0-febf-11ec-ac44-0242ac1c0002,Male,70,1,0,long-term,automatic transfer,1,153.80848787898935,0.0,26.14715236282994,0.0,26.350861965965134,0,0,0,0,,0
954dbf1a-febf-11ec-ac44-0242ac1c0002,Male,21,1,1,short-term,automatic transfer,1,123.37943168015501,8282.963442414142,20.974881377071142,88.59645952721216,104.05245513030144,1,0,0,1,discount,1
9556c39e-febf-11ec-ac44-0242ac1c0002,Female,55,1,1,long-term,automatic transfer,1,131.18715704785666,12061.976351298988,22.301904816172083,89.42616007055611,110.25497260994044,0,0,0,0,,0
9558b01e-febf-11ec-ac44-0242ac1c0002,Female,23,1,1,long-term,automatic transfer,0,124.23233124490022,9574.11351857269,21.1074091042526,63.85758154523276,78.75787664266115,0,0,0,0,,0
95496dac-febf-11ec-ac44-0242ac1c0002,Female,1,1,0,short-term,mail,5,119.18022231390374,0.0,20.26330506187531,0.0,10.444,1,1,0,0,discount,1
954b2ebc-febf-11ec-ac44-0242ac1c0002,Male,10,1,1,short-term,email,0,123.37943168015501,7047.911532469541,20.974881377071142,73.99493337786001,87.64643911015075,1,0,0,1,upgrade_package,1
9559b6e4-febf-11ec-ac44-0242ac1c0002,Female,20,1,1,short-term,email,1,123.37943168015501,7477.716418169147,20.974881377071142,73.13391378176786,88.95622315275514,1,1,0,0,discount,0
9552f6b0-febf-11ec-ac44-0242ac1c0002,Male,3,1,1,short-term,email,1,133.2051324363135,3805.7830706247655,22.645522701284612,19.45348986079983,37.2334,0,0,0,0,,0
9550fd6a-febf-11ec-ac44-0242ac1c0002,Male,70,1,0,long-term,automatic transfer,1,139.87487616976867,0.0,23.776147499510724,0.0,18.469411318801452,0,0,0,0,,0
954ef1aa-febf-11ec-ac44-0242ac1c0002,Male,72,1,1,long-term,automatic transfer,0,123.37943168015501,8292.839247305094,20.974881377071142,68.7156764830795,88.94450213843832,0,0,0,0,,0
954dc528-febf-11ec-ac44-0242ac1c0002,Male,21,1,1,short-term,email,1,123.37943168015501,9205.542829559245,20.974881377071142,87.35256778309036,102.69074457174202,1,0,0,1,,1
9547d6f4-febf-11ec-ac44-0242ac1c0002,Male,1,1,1,short-term,mail,1,107.66863501544019,4486.97985265455,18.30520662815977,24.479746265790084,22.511,0,0,0,0,,0
95544c86-febf-11ec-ac44-0242ac1c0002,Female,7,1,1,short-term,automatic transfer,0,135.3162594093278,7145.310183714699,23.004299007154177,45.671692649706095,59.35897,0,0,0,0,,0
9557dd4c-febf-11ec-ac44-0242ac1c0002,Male,4,1,1,short-term,email,3,120.21126297153965,5478.94063201428,20.436343570063375,56.20471541405968,61.92923910627162,1,1,0,0,,1
95578568-febf-11ec-ac44-0242ac1c0002,Male,6,1,1,short-term,automatic transfer,1,123.37943168015501,7089.005242195888,20.974881377071142,68.18391792489776,74.09170845865579,1,1,0,0,upgrade_package,0
9553cb12-febf-11ec-ac44-0242ac1c0002,Female,64,1,1,short-term,automatic transfer,2,151.72305251863116,11456.753679013415,25.794713872562088,80.68013784015287,102.33737764668795,0,0,0,0,,0
95585f7e-febf-11ec-ac44-0242ac1c0002,Female,67,1,1,long-term,automatic transfer,1,123.28925993830231,11909.038227806428,20.960430352551352,86.92762124342781,105.91420077167852,0,0,0,0,,0
95491a32-febf-11ec-ac44-0242ac1c0002,Male,1,1,0,short-term,automatic transfer,2,109.17852372493547,0.0,18.562583091256,0.0,9.674,0,0,0,0,,0
955903a2-febf-11ec-ac44-0242ac1c0002,Male,61,1,1,long-term,mail,2,131.10367175813715,8499.530876453842,22.28940520083615,68.14000317376998,85.90967282849695,0,0,0,0,,0
9554208a-febf-11ec-ac44-0242ac1c0002,Female,56,1,1,long-term,email,1,158.89343858657315,9425.527682351143,27.012350931240444,62.468173688247674,87.13998604310243,0,0,0,0,,0
95483518-febf-11ec-ac44-0242ac1c0002,Female,1,1,1,short-term,email,2,118.44066230905985,3461.4742580576167,20.138473715886523,40.79055313744354,30.67,1,0,1,0,free_device,1
955a08e2-febf-11ec-ac44-0242ac1c0002,Male,40,1,1,short-term,email,2,123.37943168015501,7599.440302113277,20.974881377071142,82.39909401291698,99.48542917266191,1,1,0,0,free_device,1
954c9e46-febf-11ec-ac44-0242ac1c0002,Male,25,0,1,long-term,automatic transfer,1,0.0,1629.2534299846134,0.0,17.29659800094391,39.133778676354694,0,0,0,0,discount,0
955a66f2-febf-11ec-ac44-0242ac1c0002,Female,24,1,1,short-term,email,1,137.13755292908462,10292.11123706211,23.314747530662817,65.09275864815557,85.1228585346024,0,0,0,0,,0
954fba72-febf-11ec-ac44-0242ac1c0002,Male,27,1,1,short-term,automatic transfer,3,123.39745991078293,7662.777977867381,20.978066887109758,43.0170196372092,65.71665147504112,0,0,0,0,,0
9558232e-febf-11ec-ac44-0242ac1c0002,Female,33,1,1,short-term,automatic transfer,2,110.16964671125463,9801.31599091464,18.731661835709108,75.47817624855989,90.45042493583605,0,0,0,0,,0
9552ba60-febf-11ec-ac44-0242ac1c0002,Male,9,1,1,short-term,automatic transfer,0,118.1129648394221,8664.864423758032,20.079565173146428,59.03811535024775,67.57939449627004,0,0,0,0,,0
95520c28-febf-11ec-ac44-0242ac1c0002,Female,60,1,1,long-term,email,2,140.242152690495,10909.098523009603,23.841910869621863,85.98628209977934,97.15914705603826,0,0,0,0,,0
9559e20e-febf-11ec-ac44-0242ac1c0002,Female,53,1,1,long-term,automatic transfer,1,140.35233066841684,8979.748117956493,23.85966009000846,69.01250513342688,91.75105833083963,0,0,0,0,,0
955a33a8-febf-11ec-ac44-0242ac1c0002,Female,59,1,1,long-term,mail,1,113.6885456825463,7151.356738549867,19.32715986743996,58.44587799538523,76.19860575653499,0,0,0,0,,0
95540046-febf-11ec-ac44-0242ac1c0002,Female,56,1,1,short-term,automatic transfer,1,133.0332142025412,9711.918476325165,22.61687891216202,75.91808747037548,98.11862107416235,0,0,0,0,,0
95477844-febf-11ec-ac44-0242ac1c0002,Female,1,0,1,short-term,mail,3,0.0,2737.1989207932074,0.0,10.059391601782721,17.122,0,0,0,0,,0
95539ae8-febf-11ec-ac44-0242ac1c0002,Male,50,1,1,short-term,automatic transfer,1,152.21368979222376,8353.655228060119,25.95001174218561,78.54414521311028,98.0723870368511,0,0,0,0,,0
954fa794-febf-11ec-ac44-0242ac1c0002,Male,17,0,1,long-term,mail,2,0.0,3021.2506803052675,0.0,26.70424380720535,68.54544487711539,0,0,0,0,,0
954ac74c-febf-11ec-ac44-0242ac1c0002,Male,22,0,1,short-term,email,4,0.0,4831.758090880959,0.0,33.82760271157777,51.573502697333744,0,0,0,0,,0
955804b6-febf-11ec-ac44-0242ac1c0002,Female,4,1,0,short-term,automatic transfer,4,114.4055981149934,0.0,19.447836606566874,0.0,13.778060452261103,0,0,0,0,,0
9557fa16-febf-11ec-ac44-0242ac1c0002,Female,4,1,1,short-term,email,2,123.60072088382239,7126.6501121529345,21.012576411337363,65.38247347973858,61.817829721671174,1,1,0,0,discount,0
95597ecc-febf-11ec-ac44-0242ac1c0002,Female,14,1,1,short-term,mail,4,123.37943168015501,3900.034747650583,20.974881377071142,52.40174240109779,63.814023477399985,1,1,0,0,discount,0
954a468c-febf-11ec-ac44-0242ac1c0002,Female,2,1,0,short-term,mail,3,116.74487670562506,0.0,19.84020373975558,0.0,12.013103722097979,1,0,0,1,,1
954bd056-febf-11ec-ac44-0242ac1c0002,Female,13,1,1,short-term,email,8,123.37943168015501,8793.724758964137,20.974881377071142,79.71566065806769,92.41713721485907,1,0,1,0,discount,1
95536118-febf-11ec-ac44-0242ac1c0002,Female,3,1,0,short-term,email,1,125.45419940500854,0.0,21.327815789073995,0.0,12.4344,0,0,0,0,,0
954f2440-febf-11ec-ac44-0242ac1c0002,Male,72,1,1,long-term,email,0,123.37943168015501,8931.220465443717,20.974881377071142,73.24966996673118,91.85625046598533,0,0,0,0,,0
95587a72-febf-11ec-ac44-0242ac1c0002,Male,67,1,0,long-term,mail,0,88.8754172152877,0.0,15.107591210909032,0.0,21.479056225204555,0,0,0,0,upgrade_package,0
95499fb6-febf-11ec-ac44-0242ac1c0002,Female,34,0,1,long-term,mail,1,0.0,3772.38245486334,0.0,25.16500232374391,43.24861864528732,0,0,0,0,,0
954da2aa-febf-11ec-ac44-0242ac1c0002,Female,71,1,0,long-term,automatic transfer,1,126.88385016983746,0.0,21.569417232005787,0.0,22.117491796308418,0,0,0,0,,0
954957d6-febf-11ec-ac44-0242ac1c0002,Female,1,1,0,short-term,mail,0,123.82076885208525,0.0,21.052206663648686,0.0,11.112,1,0,0,1,,1
954f1da6-febf-11ec-ac44-0242ac1c0002,Male,72,1,1,long-term,automatic transfer,0,123.37943168015501,12349.776629174858,20.974881377071142,92.89212804413314,112.33486816509858,0,0,0,0,,0
955660c0-febf-11ec-ac44-0242ac1c0002,Female,32,1,1,short-term,automatic transfer,0,114.31698276390559,2025.4331588480864,19.43044517063757,27.306255016083078,46.09962952046219,0,0,0,0,,0
95501ef4-febf-11ec-ac44-0242ac1c0002,Female,5,1,1,short-term,automatic transfer,4,108.3116491160018,6365.7347180878305,18.41344400863378,71.00457203217313,64.54181724367457,1,0,1,0,free_device,1
9553cec8-febf-11ec-ac44-0242ac1c0002,Male,64,1,1,long-term,mail,0,130.7581976405628,9244.331184866627,22.2304334726462,63.8154732230972,88.7703879758251,0,0,0,0,,0
9559de44-febf-11ec-ac44-0242ac1c0002,Male,53,1,1,long-term,email,1,119.57337309695606,4512.971321557563,20.323066747071554,39.760405909063294,59.728176580625444,1,0,0,1,,1
9551faee-febf-11ec-ac44-0242ac1c0002,Male,60,1,1,long-term,email,1,153.05428605842462,5682.905407318638,26.020040333075798,44.504871923071846,78.88339477583116,0,0,0,0,,0
9557f278-febf-11ec-ac44-0242ac1c0002,Male,4,1,1,short-term,email,4,123.19403593521407,6180.608018656247,20.94329151901122,67.94039262395162,68.48022604261905,1,0,0,1,,1
954e7f72-febf-11ec-ac44-0242ac1c0002,Male,72,0,1,long-term,automatic transfer,0,0.0,3280.149364833769,0.0,21.103428514134748,44.07816015825401,0,0,0,0,,0
9554c788-febf-11ec-ac44-0242ac1c0002,Male,35,1,1,short-term,email,3,124.10384453064096,10351.00602175138,21.09944904703677,79.1591840658866,97.07267484020367,0,0,0,0,,0
95584ed0-febf-11ec-ac44-0242ac1c0002,Male,67,1,1,long-term,mail,3,113.06145566465364,6261.595772809738,19.22176809366487,65.10251550065627,83.9402954582061,0,0,0,0,,0
954c8ece-febf-11ec-ac44-0242ac1c0002,Male,25,1,1,short-term,mail,2,147.6519923246785,3817.2125075190834,25.10264807649046,47.43751039179794,68.073199406816,1,0,0,1,,1
954cf918-febf-11ec-ac44-0242ac1c0002,Female,52,1,1,short-term,automatic transfer,1,124.06602798517594,11182.661427078932,21.08911129390101,81.81351320312085,100.43264538384754,0,0,0,0,,0
954c97ca-febf-11ec-ac44-0242ac1c0002,Male,25,1,0,short-term,mail,1,97.14407188965983,0.0,16.51521149094749,0.0,19.00194192667162,0,0,0,0,,0
955747ba-febf-11ec-ac44-0242ac1c0002,Male,41,1,1,long-term,email,0,111.16892482238173,10328.921365064001,18.897048022331937,89.63746265087283,103.81852430191331,0,0,0,0,,0
95593bce-febf-11ec-ac44-0242ac1c0002,Female,61,1,1,long-term,automatic transfer,1,142.81424078908418,8220.400282398456,24.187777511401514,67.26558232606251,91.70880370085052,0,0,0,0,,0
954a3dea-febf-11ec-ac44-0242ac1c0002,Female,2,1,0,short-term,automatic transfer,0,115.3952520383004,0.0,19.621870388726823,0.0,15.319994003045318,0,0,0,0,,0
954a7a1c-febf-11ec-ac44-0242ac1c0002,Male,8,0,1,short-term,automatic transfer,3,0.0,1092.8881506636126,0.0,7.39909298202663,22.447978307857483,0,0,0,0,,0
9556f198-febf-11ec-ac44-0242ac1c0002,Male,37,1,1,long-term,automatic transfer,1,125.66657645825038,10246.604877191909,21.362429867043435,69.43469392585789,86.2188213652329,0,0,0,0,,0
954ef038-febf-11ec-ac44-0242ac1c0002,Female,72,1,1,long-term,email,0,123.37943168015501,8372.914469108064,20.974881377071142,66.8205572971009,86.26056513637032,0,0,0,0,,0
95504bc2-febf-11ec-ac44-0242ac1c0002,Male,46,1,1,short-term,email,0,112.27454241055695,9455.045818251703,19.085607127074685,68.5007574588543,85.84937669330264,0,0,0,0,,0
95599ede-febf-11ec-ac44-0242ac1c0002,Female,20,1,1,short-term,automatic transfer,1,115.62527996780682,3918.837319379348,19.64396190363163,30.46347998599899,57.62683171582442,0,0,0,0,,0
954ba342-febf-11ec-ac44-0242ac1c0002,Female,62,1,0,long-term,automatic transfer,2,132.1811897420097,0.0,22.477238745474317,0.0,18.7551011581287,0,0,0,0,,0
9554d2be-febf-11ec-ac44-0242ac1c0002,Male,35,1,1,long-term,mail,1,131.65603663367796,5498.286535592356,22.37980519046741,38.684204078742184,58.71199369407279,0,0,0,0,,0
954af000-febf-11ec-ac44-0242ac1c0002,Female,22,1,0,short-term,mail,3,140.31679790632472,0.0,23.855858635096872,0.0,19.76505550364153,0,0,0,0,,0
9551404a-febf-11ec-ac44-0242ac1c0002,Male,63,1,1,long-term,automatic transfer,2,145.3270578924906,11585.055672010109,24.70525624522053,71.02252689954472,97.26829514,0,0,0,0,,0
9556cace-febf-11ec-ac44-0242ac1c0002,Female,55,1,0,long-term,mail,2,138.1833979346024,0.0,23.490010628591204,0.0,17.86126807996039,0,0,0,0,,0
