sku_name,substitute_sku,weight
shoes_female_brand_4_SS_low_casual,shoes_female_brand_2_SS_middle_casual,0.04207848837209291
shoes_female_brand_3_P_low_sport,shoes_female_brand_4_P_high_sport,0.8246753246753247
shoes_female_brand_3_P_low_sport,shoes_female_brand_3_P_middle_sport,0.7428571428571429
shoes_female_brand_3_P_low_sport,shoes_female_brand_1_P_high_sport,0.7196248196248196
shoes_female_brand_3_P_low_sport,shoes_female_brand_2_P_high_sport,0.6024531024531025
shoes_female_brand_3_P_low_sport,shoes_female_brand_1_P_low_sport,0.5425685425685426
t-shirt_male_brand_4_P_middle_sport,t-shirt_male_brand_4_P_low_sport,0.8405320813771519
t-shirt_male_brand_4_P_middle_sport,t-shirt_male_brand_1_P_middle_sport,0.8386541471048511
t-shirt_male_brand_4_P_middle_sport,t-shirt_male_brand_1_P_low_sport,0.6120500782472612
t-shirt_male_brand_4_P_middle_sport,t-shirt_male_brand_2_P_low_sport,0.5995305164319248
t-shirt_male_brand_4_P_middle_sport,t-shirt_male_brand_2_P_middle_sport,0.506885758998435
jeans_male_brand_1_AW_middle_sport,jeans_male_brand_4_AW_middle_sport,0.9958262639972854
jeans_male_brand_1_AW_middle_sport,jeans_male_brand_1_AW_low_sport,0.8297590770274856
jeans_male_brand_1_AW_middle_sport,jeans_male_brand_4_AW_low_sport,0.6658635900916187
jeans_male_brand_1_AW_middle_sport,jeans_male_brand_4_AW_high_sport,0.2135391923990497
jeans_male_brand_1_AW_middle_sport,jeans_male_brand_3_AW_high_sport,0.0
t-shirt_male_brand_4_P_low_casual,t-shirt_male_brand_1_P_low_casual,0.6717171717171717
t-shirt_male_brand_4_P_low_casual,t-shirt_male_brand_4_P_middle_casual,0.3464646464646465
t-shirt_male_brand_4_P_low_casual,t-shirt_male_brand_1_P_middle_casual,0.049494949494949564
t-shirt_male_brand_4_P_low_casual,t-shirt_male_brand_4_P_high_casual,0.0
t-shirt_male_brand_4_P_low_casual,t-shirt_male_brand_2_P_high_casual,0.0
jacket_female_brand_4_P_high_casual,jacket_female_brand_1_P_middle_casual,0.7725186669094882
jacket_female_brand_4_P_high_casual,jacket_female_brand_3_P_low_casual,0.7122382079766891
jacket_female_brand_4_P_high_casual,jacket_female_brand_1_P_high_casual,0.5959023857220905
jacket_female_brand_4_P_high_casual,jacket_female_brand_4_P_low_casual,0.5934984520123839
jacket_female_brand_4_P_high_casual,jacket_female_brand_1_P_low_casual,0.5740120196685485
jeans_male_brand_4_SS_middle_casual,jeans_male_brand_1_SS_middle_casual,0.9500986193293885
jeans_male_brand_4_SS_middle_casual,jeans_male_brand_2_SS_middle_casual,0.6084812623274162
jeans_male_brand_4_SS_middle_casual,jeans_male_brand_4_SS_low_casual,0.5994082840236686
jeans_male_brand_4_SS_middle_casual,jeans_male_brand_1_SS_high_casual,0.5362919132149903
jeans_male_brand_4_SS_middle_casual,jeans_male_brand_3_SS_low_casual,0.48500986193293905
trainers_male_brand_2_SS_middle_casual,trainers_male_brand_1_SS_middle_casual,1.0
trainers_male_brand_2_SS_middle_casual,trainers_male_brand_4_SS_middle_casual,0.8670311185870478
trainers_male_brand_2_SS_middle_casual,trainers_male_brand_2_SS_low_casual,0.7864592094196805
trainers_male_brand_2_SS_middle_casual,trainers_male_brand_1_SS_high_casual,0.5879730866274181
trainers_male_brand_2_SS_middle_casual,trainers_male_brand_1_SS_low_casual,0.5652649285113541
jeans_male_brand_1_P_middle_sport,jeans_male_brand_1_P_low_sport,0.8758346581875994
jeans_male_brand_1_P_middle_sport,jeans_male_brand_2_P_middle_sport,0.6310015898251191
jeans_male_brand_1_P_middle_sport,jeans_male_brand_1_P_high_sport,0.278060413354531
jeans_male_brand_1_P_middle_sport,jeans_male_brand_3_P_low_sport,0.2535771065182829
jeans_male_brand_1_P_middle_sport,jeans_male_brand_2_P_high_sport,0.13879173290937993
boots_male_brand_1_SS_low_sport,boots_male_brand_2_SS_low_sport,0.9212962962962963
boots_male_brand_1_SS_low_sport,boots_male_brand_4_SS_middle_sport,0.8382716049382716
boots_male_brand_1_SS_low_sport,boots_male_brand_3_SS_low_sport,0.8163580246913579
boots_male_brand_1_SS_low_sport,boots_male_brand_2_SS_middle_sport,0.7891975308641974
boots_male_brand_1_SS_low_sport,boots_male_brand_4_SS_low_sport,0.7157407407407407
trainers_female_brand_2_P_low_casual,trainers_female_brand_1_P_low_casual,0.9580006004202941
trainers_female_brand_2_P_low_casual,trainers_female_brand_3_P_low_casual,0.8778444911438007
trainers_female_brand_2_P_low_casual,trainers_female_brand_4_P_high_casual,0.7931251876313421
trainers_female_brand_2_P_low_casual,trainers_female_brand_1_P_middle_casual,0.7574001801260882
trainers_female_brand_2_P_low_casual,trainers_female_brand_4_P_low_casual,0.7145301711197837
t-shirt_male_brand_4_P_high_casual,t-shirt_male_brand_1_P_high_casual,1.0
t-shirt_male_brand_4_P_high_casual,t-shirt_male_brand_2_P_low_casual,0.8409660107334526
t-shirt_male_brand_4_P_high_casual,t-shirt_male_brand_2_P_middle_casual,0.7488372093023257
t-shirt_male_brand_4_P_high_casual,t-shirt_male_brand_3_P_low_casual,0.7381037567084078
t-shirt_male_brand_4_P_high_casual,t-shirt_male_brand_1_P_middle_casual,0.7193202146690519
jeans_female_brand_2_SS_middle_sport,jeans_female_brand_2_SS_low_sport,0.8684028634904962
jeans_female_brand_2_SS_middle_sport,jeans_female_brand_4_SS_high_sport,0.7588002962231548
jeans_female_brand_2_SS_middle_sport,jeans_female_brand_3_SS_middle_sport,0.7245371513206614
jeans_female_brand_2_SS_middle_sport,jeans_female_brand_1_SS_low_sport,0.5084917304369292
jeans_female_brand_2_SS_middle_sport,jeans_female_brand_4_SS_low_sport,0.45220933102937555
trainers_female_brand_4_P_high_casual,trainers_female_brand_1_P_high_casual,0.9966639544344995
trainers_female_brand_4_P_high_casual,trainers_female_brand_2_P_low_casual,0.8034445348521835
trainers_female_brand_4_P_high_casual,trainers_female_brand_3_P_low_casual,0.7958502847843775
trainers_female_brand_4_P_high_casual,trainers_female_brand_1_P_low_casual,0.6751559533496068
trainers_female_brand_4_P_high_casual,trainers_female_brand_1_P_middle_casual,0.674613506916192
jacket_female_brand_4_P_middle_sport,jacket_female_brand_2_P_low_sport,0.4540025412960611
jacket_female_brand_4_P_middle_sport,jacket_female_brand_1_P_middle_sport,0.3665819567979671
jacket_female_brand_4_P_middle_sport,jacket_female_brand_4_P_high_sport,0.027827191867852624
jacket_female_brand_4_P_middle_sport,jacket_female_brand_1_P_high_sport,0.0
jacket_female_brand_4_P_middle_sport,jacket_female_brand_3_P_low_sport,0.0
t-shirt_male_brand_2_P_high_casual,t-shirt_male_brand_3_P_high_casual,0.81997585998793
t-shirt_male_brand_2_P_high_casual,t-shirt_male_brand_3_P_middle_casual,0.8143029571514787
t-shirt_male_brand_2_P_high_casual,t-shirt_male_brand_1_P_high_casual,0.796439348219674
t-shirt_male_brand_2_P_high_casual,t-shirt_male_brand_4_P_high_casual,0.7747133373566687
t-shirt_male_brand_2_P_high_casual,t-shirt_male_brand_3_P_low_casual,0.683946891973446
jacket_male_brand_1_P_high_sport,jacket_male_brand_2_P_high_sport,0.9766821345707656
jacket_male_brand_1_P_high_sport,jacket_male_brand_3_P_middle_sport,0.8506960556844548
jacket_male_brand_1_P_high_sport,jacket_male_brand_4_P_high_sport,0.771461716937355
jacket_male_brand_1_P_high_sport,jacket_male_brand_3_P_high_sport,0.7161252900232018
jacket_male_brand_1_P_high_sport,jacket_male_brand_2_P_middle_sport,0.6810904872389791
trainers_female_brand_3_SS_middle_sport,trainers_female_brand_2_SS_middle_sport,0.9104103343465044
trainers_female_brand_3_SS_middle_sport,trainers_female_brand_2_SS_high_sport,0.8627659574468085
trainers_female_brand_3_SS_middle_sport,trainers_female_brand_3_SS_low_sport,0.7071808510638299
trainers_female_brand_3_SS_middle_sport,trainers_female_brand_4_SS_middle_sport,0.6207066869300911
trainers_female_brand_3_SS_middle_sport,trainers_female_brand_4_SS_high_sport,0.45832066869300914
jacket_female_brand_1_SS_low_casual,jacket_female_brand_2_SS_low_casual,0.6519094766619521
jacket_female_brand_1_SS_low_casual,jacket_female_brand_1_SS_middle_casual,0.5642149929278643
jacket_female_brand_1_SS_low_casual,jacket_female_brand_3_SS_high_casual,0.0
jacket_female_brand_1_SS_low_casual,jacket_female_brand_3_SS_low_casual,0.0
jacket_female_brand_1_SS_low_casual,jacket_female_brand_2_SS_middle_casual,0.0
shoes_female_brand_4_P_low_sport,shoes_female_brand_1_P_low_sport,0.8863078749505341
shoes_female_brand_4_P_low_sport,shoes_female_brand_1_P_middle_sport,0.42750296794618114
shoes_female_brand_4_P_low_sport,shoes_female_brand_3_P_low_sport,0.0
shoes_female_brand_4_P_low_sport,shoes_female_brand_3_P_middle_sport,0.0
shoes_female_brand_4_P_low_sport,shoes_female_brand_1_P_high_sport,0.0
jacket_female_brand_3_AW_low_sport,jacket_female_brand_2_AW_low_sport,0.9294582655196465
jacket_female_brand_3_AW_low_sport,jacket_female_brand_4_AW_high_sport,0.8575680074401303
jacket_female_brand_3_AW_low_sport,jacket_female_brand_2_AW_middle_sport,0.7348058591025344
jacket_female_brand_3_AW_low_sport,jacket_female_brand_4_AW_middle_sport,0.40372006510113934
jacket_female_brand_3_AW_low_sport,jacket_female_brand_3_AW_middle_sport,0.29328063241106705
trainers_male_brand_3_SS_middle_casual,trainers_male_brand_3_SS_low_casual,0.752442671984048
trainers_male_brand_3_SS_middle_casual,trainers_male_brand_1_SS_middle_casual,0.7139082751744766
trainers_male_brand_3_SS_middle_casual,trainers_male_brand_2_SS_middle_casual,0.6927218344965106
trainers_male_brand_3_SS_middle_casual,trainers_male_brand_1_SS_high_casual,0.6776669990029911
trainers_male_brand_3_SS_middle_casual,trainers_male_brand_2_SS_low_casual,0.5600199401794618
top_female_brand_1_P_low_sport,top_female_brand_4_P_low_sport,1.0
top_female_brand_1_P_low_sport,top_female_brand_4_P_middle_sport,0.4992063492063491
top_female_brand_1_P_low_sport,top_female_brand_1_P_middle_sport,0.44894179894179886
top_female_brand_1_P_low_sport,top_female_brand_2_P_low_sport,0.4346560846560845
top_female_brand_1_P_low_sport,top_female_brand_4_P_high_sport,0.10502645502645488
t-shirt_male_brand_2_P_middle_casual,t-shirt_male_brand_1_P_middle_casual,1.0
t-shirt_male_brand_2_P_middle_casual,t-shirt_male_brand_4_P_middle_casual,0.9103266596417281
t-shirt_male_brand_2_P_middle_casual,t-shirt_male_brand_2_P_low_casual,0.7914646996838779
t-shirt_male_brand_2_P_middle_casual,t-shirt_male_brand_4_P_high_casual,0.7219178082191782
t-shirt_male_brand_2_P_middle_casual,t-shirt_male_brand_1_P_high_casual,0.6839831401475238
jeans_male_brand_1_SS_high_casual,jeans_male_brand_3_SS_low_casual,0.8623951402950536
jeans_male_brand_1_SS_high_casual,jeans_male_brand_2_SS_middle_casual,0.8062771188892103
jeans_male_brand_1_SS_high_casual,jeans_male_brand_4_SS_middle_casual,0.6332947642464565
jeans_male_brand_1_SS_high_casual,jeans_male_brand_1_SS_middle_casual,0.5233728666473821
jeans_male_brand_1_SS_high_casual,jeans_male_brand_2_SS_high_casual,0.455221290135956
jeans_male_brand_3_AW_high_sport,jeans_male_brand_2_AW_high_sport,0.8853408964520075
jeans_male_brand_3_AW_high_sport,jeans_male_brand_1_AW_high_sport,0.7502057613168724
jeans_male_brand_3_AW_high_sport,jeans_male_brand_4_AW_high_sport,0.6527749972194418
jeans_male_brand_3_AW_high_sport,jeans_male_brand_3_AW_low_sport,0.5371927483038594
jeans_male_brand_3_AW_high_sport,jeans_male_brand_4_AW_middle_sport,0.26191747302858415
jeans_male_brand_3_P_high_sport,jeans_male_brand_2_P_high_sport,0.7493552168815943
jeans_male_brand_3_P_high_sport,jeans_male_brand_1_P_high_sport,0.6980070339976553
jeans_male_brand_3_P_high_sport,jeans_male_brand_3_P_middle_sport,0.6618991793669402
jeans_male_brand_3_P_high_sport,jeans_male_brand_3_P_low_sport,0.5070339976553342
jeans_male_brand_3_P_high_sport,jeans_male_brand_2_P_middle_sport,0.44161781946072687
trainers_male_brand_3_P_middle_sport,trainers_male_brand_2_P_middle_sport,0.9736637512147717
trainers_male_brand_3_P_middle_sport,trainers_male_brand_1_P_high_sport,0.8684159378036929
trainers_male_brand_3_P_middle_sport,trainers_male_brand_3_P_low_sport,0.844363459669582
trainers_male_brand_3_P_middle_sport,trainers_male_brand_1_P_middle_sport,0.8266763848396502
trainers_male_brand_3_P_middle_sport,trainers_male_brand_4_P_middle_sport,0.6604956268221575
trainers_male_brand_4_SS_middle_casual,trainers_male_brand_2_SS_middle_casual,0.7962719298245612
trainers_male_brand_4_SS_middle_casual,trainers_male_brand_1_SS_low_casual,0.7673245614035089
trainers_male_brand_4_SS_middle_casual,trainers_male_brand_1_SS_middle_casual,0.7496710526315788
trainers_male_brand_4_SS_middle_casual,trainers_male_brand_4_SS_low_casual,0.6138157894736843
trainers_male_brand_4_SS_middle_casual,trainers_male_brand_2_SS_low_casual,0.44824561403508756
jeans_male_brand_2_P_middle_sport,jeans_male_brand_1_P_high_sport,0.795887445887446
jeans_male_brand_2_P_middle_sport,jeans_male_brand_1_P_middle_sport,0.7807359307359306
jeans_male_brand_2_P_middle_sport,jeans_male_brand_3_P_low_sport,0.7792207792207793
jeans_male_brand_2_P_middle_sport,jeans_male_brand_2_P_high_sport,0.7010822510822512
jeans_male_brand_2_P_middle_sport,jeans_male_brand_3_P_middle_sport,0.6932900432900434
jacket_female_brand_3_SS_high_casual,jacket_female_brand_2_SS_high_casual,0.8419402110199298
jacket_female_brand_3_SS_high_casual,jacket_female_brand_1_SS_high_casual,0.7232415005861664
jacket_female_brand_3_SS_high_casual,jacket_female_brand_3_SS_low_casual,0.4751758499413834
jacket_female_brand_3_SS_high_casual,jacket_female_brand_2_SS_middle_casual,0.399194021101993
jacket_female_brand_3_SS_high_casual,jacket_female_brand_2_SS_low_casual,0.27507327080890975
top_female_brand_2_P_middle_sport,top_female_brand_1_P_high_sport,0.8616099071207431
top_female_brand_2_P_middle_sport,top_female_brand_3_P_middle_sport,0.8244582043343651
top_female_brand_2_P_middle_sport,top_female_brand_1_P_middle_sport,0.7792569659442725
top_female_brand_2_P_middle_sport,top_female_brand_4_P_middle_sport,0.7557275541795666
top_female_brand_2_P_middle_sport,top_female_brand_4_P_high_sport,0.7402476780185759
trainers_male_brand_2_SS_low_sport,trainers_male_brand_4_SS_high_sport,0.8340064911648035
trainers_male_brand_2_SS_low_sport,trainers_male_brand_1_SS_low_sport,0.8335016227912008
trainers_male_brand_2_SS_low_sport,trainers_male_brand_3_SS_low_sport,0.809700685178507
trainers_male_brand_2_SS_low_sport,trainers_male_brand_1_SS_high_sport,0.7434908041831951
trainers_male_brand_2_SS_low_sport,trainers_male_brand_4_SS_low_sport,0.7094482509917056
jeans_female_brand_4_SS_middle_casual,jeans_female_brand_1_SS_middle_casual,0.9448897795591181
jeans_female_brand_4_SS_middle_casual,jeans_female_brand_1_SS_low_casual,0.8851703406813627
jeans_female_brand_4_SS_middle_casual,jeans_female_brand_2_SS_middle_casual,0.18737474949899804
jeans_female_brand_4_SS_middle_casual,jeans_female_brand_3_SS_high_casual,0.0
jeans_female_brand_4_SS_middle_casual,jeans_female_brand_1_SS_high_casual,0.0
jeans_male_brand_4_SS_low_casual,jeans_male_brand_1_SS_middle_casual,0.6845459672870841
jeans_male_brand_4_SS_low_casual,jeans_male_brand_4_SS_middle_casual,0.47021996615905237
jeans_male_brand_4_SS_low_casual,jeans_male_brand_3_SS_low_casual,0.07687535250987057
jeans_male_brand_4_SS_low_casual,jeans_male_brand_1_SS_high_casual,0.0
jeans_male_brand_4_SS_low_casual,jeans_male_brand_3_SS_high_casual,0.0
jeans_female_brand_4_P_middle_sport,jeans_female_brand_2_P_middle_sport,0.7587765139870888
jeans_female_brand_4_P_middle_sport,jeans_female_brand_4_P_high_sport,0.5197356286504766
jeans_female_brand_4_P_middle_sport,jeans_female_brand_2_P_low_sport,0.43735013833384573
jeans_female_brand_4_P_middle_sport,jeans_female_brand_3_P_middle_sport,0.0
jeans_female_brand_4_P_middle_sport,jeans_female_brand_3_P_high_sport,0.0
jacket_male_brand_4_AW_low_casual,jacket_male_brand_4_AW_middle_casual,0.841588785046729
jacket_male_brand_4_AW_low_casual,jacket_male_brand_1_AW_low_casual,0.7969292389853139
jacket_male_brand_4_AW_low_casual,jacket_male_brand_2_AW_high_casual,0.0
jacket_male_brand_4_AW_low_casual,jacket_male_brand_1_AW_high_casual,0.0
jacket_male_brand_4_AW_low_casual,jacket_male_brand_3_AW_low_casual,0.0
jacket_male_brand_2_P_middle_sport,jacket_male_brand_3_P_middle_sport,0.8828605376503786
jacket_male_brand_2_P_middle_sport,jacket_male_brand_1_P_middle_sport,0.7933016485964651
jacket_male_brand_2_P_middle_sport,jacket_male_brand_2_P_high_sport,0.7776177038467252
jacket_male_brand_2_P_middle_sport,jacket_male_brand_4_P_high_sport,0.7596465171543146
jacket_male_brand_2_P_middle_sport,jacket_male_brand_2_P_low_sport,0.6452844200207931
trainers_female_brand_3_P_middle_casual,trainers_female_brand_2_P_middle_casual,0.8158452900810979
trainers_female_brand_3_P_middle_casual,trainers_female_brand_3_P_high_casual,0.562507797878977
trainers_female_brand_3_P_middle_casual,trainers_female_brand_1_P_middle_casual,0.5454148471615721
trainers_female_brand_3_P_middle_casual,trainers_female_brand_3_P_low_casual,0.5349033063006862
trainers_female_brand_3_P_middle_casual,trainers_female_brand_1_P_high_casual,0.534435433562071
top_female_brand_3_P_high_casual,top_female_brand_1_P_high_casual,0.8284853700516351
top_female_brand_3_P_high_casual,top_female_brand_3_P_middle_casual,0.7283132530120483
top_female_brand_3_P_high_casual,top_female_brand_3_P_low_casual,0.5957831325301206
top_female_brand_3_P_high_casual,top_female_brand_4_P_high_casual,0.5315834767641996
top_female_brand_3_P_high_casual,top_female_brand_2_P_middle_casual,0.5114457831325302
boots_male_brand_3_SS_high_sport,boots_male_brand_1_SS_high_sport,0.631779195073675
boots_male_brand_3_SS_high_sport,boots_male_brand_3_SS_low_sport,0.357334506267869
boots_male_brand_3_SS_high_sport,boots_male_brand_1_SS_middle_sport,0.3331427314712998
boots_male_brand_3_SS_high_sport,boots_male_brand_2_SS_low_sport,0.3199472179458984
boots_male_brand_3_SS_high_sport,boots_male_brand_2_SS_middle_sport,0.29575544314932933
trainers_female_brand_1_SS_low_casual,trainers_female_brand_4_SS_low_casual,0.8644557823129252
trainers_female_brand_1_SS_low_casual,trainers_female_brand_4_SS_high_casual,0.7482142857142857
trainers_female_brand_1_SS_low_casual,trainers_female_brand_1_SS_middle_casual,0.6908163265306122
trainers_female_brand_1_SS_low_casual,trainers_female_brand_4_SS_middle_casual,0.6738095238095237
trainers_female_brand_1_SS_low_casual,trainers_female_brand_2_SS_middle_casual,0.5943027210884354
jacket_male_brand_3_AW_low_sport,jacket_male_brand_1_AW_high_sport,0.876573762614128
jacket_male_brand_3_AW_low_sport,jacket_male_brand_2_AW_low_sport,0.8421912542047093
jacket_male_brand_3_AW_low_sport,jacket_male_brand_4_AW_high_sport,0.7877943296492073
jacket_male_brand_3_AW_low_sport,jacket_male_brand_3_AW_middle_sport,0.6951705910619893
jacket_male_brand_3_AW_low_sport,jacket_male_brand_1_AW_middle_sport,0.6570879384911101
trainers_male_brand_3_SS_high_sport,trainers_male_brand_1_SS_high_sport,0.6106687898089173
trainers_male_brand_3_SS_high_sport,trainers_male_brand_4_SS_high_sport,0.5707006369426751
trainers_male_brand_3_SS_high_sport,trainers_male_brand_3_SS_low_sport,0.46974522292993637
trainers_male_brand_3_SS_high_sport,trainers_male_brand_3_SS_middle_sport,0.45557324840764335
trainers_male_brand_3_SS_high_sport,trainers_male_brand_2_SS_low_sport,0.3415605095541402
jeans_male_brand_1_P_middle_casual,jeans_male_brand_4_P_middle_casual,1.0
jeans_male_brand_1_P_middle_casual,jeans_male_brand_1_P_low_casual,0.6572277227722773
jeans_male_brand_1_P_middle_casual,jeans_male_brand_4_P_low_casual,0.5613861386138613
