image_name,object_id,class,bbox_x,bbox_y,bbox_width,bbox_height
frame_40.jpg,18,normal,1400.0,158.33333333333334,133.33333333333334,123.33333333333334
frame_40.jpg,19,normal,1358.3333333333335,31.666666666666668,126.66666666666667,111.66666666666667
frame_40.jpg,20,normal,1200.0,28.333333333333336,113.33333333333334,111.66666666666667
frame_40.jpg,21,normal,1216.6666666666667,170.0,126.66666666666667,130.0
frame_40.jpg,22,normal,1206.6666666666667,271.6666666666667,155.0,141.66666666666669
frame_40.jpg,23,normal,1230.0,406.6666666666667,160.0,141.66666666666669
frame_40.jpg,24,normal,1231.6666666666667,566.6666666666667,173.33333333333334,175.0
frame_40.jpg,25,normal,1243.3333333333335,781.6666666666667,193.33333333333334,186.66666666666669
frame_40.jpg,26,normal,983.3333333333334,785.0,180.0,193.33333333333334
frame_40.jpg,27,normal,1030.0,561.6666666666667,166.66666666666669,173.33333333333334
frame_40.jpg,28,normal,1021.6666666666667,425.0,141.66666666666669,148.33333333333334
frame_40.jpg,29,normal,1030.0,268.33333333333337,141.66666666666669,146.66666666666669
frame_40.jpg,30,normal,1028.3333333333335,143.33333333333334,130.0,131.66666666666669
frame_40.jpg,31,normal,1036.6666666666667,21.666666666666668,103.33333333333334,111.66666666666667
frame_40.jpg,32,normal,868.3333333333334,25.0,103.33333333333334,111.66666666666667
frame_40.jpg,33,normal,835.0,140.0,125.0,126.66666666666667
frame_40.jpg,34,anomaly,800.0,243.33333333333334,141.66666666666669,145.0
frame_40.jpg,35,normal,781.6666666666667,381.6666666666667,145.0,153.33333333333334
frame_40.jpg,36,normal,723.3333333333334,566.6666666666667,176.66666666666669,180.0
frame_40.jpg,37,normal,681.6666666666667,765.0,176.66666666666669,193.33333333333334
frame_40.jpg,38,normal,366.6666666666667,763.3333333333334,218.33333333333334,208.33333333333334
frame_40.jpg,39,normal,493.33333333333337,555.0,181.66666666666669,175.0
frame_40.jpg,40,normal,535.0,368.33333333333337,170.0,151.66666666666669
frame_40.jpg,41,normal,576.6666666666667,251.66666666666669,146.66666666666669,118.33333333333334
frame_40.jpg,42,normal,613.3333333333334,106.66666666666667,125.0,120.0
frame_40.jpg,43,normal,670.0,18.333333333333336,106.66666666666667,105.0
frame_40.jpg,44,normal,425.0,11.666666666666668,116.66666666666667,95.0
frame_60.jpg,1,normal,130.0,225.0,175.0,135.0
frame_60.jpg,5,normal,180.0,98.33333333333334,146.66666666666669,123.33333333333334
frame_60.jpg,6,normal,233.33333333333334,5.0,148.33333333333334,98.33333333333334
frame_60.jpg,7,normal,385.0,101.66666666666667,148.33333333333334,125.0
frame_60.jpg,9,normal,340.0,218.33333333333334,148.33333333333334,130.0
frame_60.jpg,10,normal,253.33333333333334,366.6666666666667,200.0,173.33333333333334
frame_60.jpg,11,normal,115.0,540.0,231.66666666666669,180.0
frame_60.jpg,14,normal,1543.3333333333335,796.6666666666667,260.0,200.0
frame_60.jpg,15,normal,1515.0,601.6666666666667,186.66666666666669,183.33333333333334
frame_60.jpg,16,normal,1458.3333333333335,443.33333333333337,181.66666666666669,151.66666666666669
frame_60.jpg,17,normal,1425.0,295.0,165.0,141.66666666666669
frame_60.jpg,18,normal,1403.3333333333335,158.33333333333334,133.33333333333334,123.33333333333334
frame_60.jpg,19,normal,1361.6666666666667,31.666666666666668,126.66666666666667,111.66666666666667
frame_60.jpg,20,normal,1203.3333333333335,28.333333333333336,113.33333333333334,111.66666666666667
frame_60.jpg,21,normal,1220.0,170.0,126.66666666666667,130.0
frame_60.jpg,22,normal,1208.3333333333335,273.33333333333337,155.0,141.66666666666669
frame_60.jpg,23,normal,1236.6666666666667,405.0,160.0,141.66666666666669
frame_60.jpg,24,normal,1238.3333333333335,565.0,173.33333333333334,175.0
frame_60.jpg,25,normal,1246.6666666666667,781.6666666666667,193.33333333333334,186.66666666666669
frame_60.jpg,26,normal,986.6666666666667,785.0,180.0,193.33333333333334
frame_60.jpg,27,normal,1036.6666666666667,561.6666666666667,166.66666666666669,173.33333333333334
frame_60.jpg,28,normal,1026.6666666666667,426.6666666666667,141.66666666666669,148.33333333333334
frame_60.jpg,29,normal,1031.6666666666667,268.33333333333337,141.66666666666669,146.66666666666669
frame_60.jpg,30,normal,1031.6666666666667,143.33333333333334,130.0,131.66666666666669
frame_60.jpg,31,normal,1040.0,21.666666666666668,103.33333333333334,111.66666666666667
frame_60.jpg,32,normal,871.6666666666667,25.0,103.33333333333334,111.66666666666667
frame_60.jpg,33,normal,836.6666666666667,140.0,125.0,126.66666666666667
frame_60.jpg,34,anomaly,801.6666666666667,245.0,141.66666666666669,145.0
frame_60.jpg,35,normal,783.3333333333334,381.6666666666667,145.0,153.33333333333334
frame_60.jpg,36,normal,730.0,566.6666666666667,176.66666666666669,180.0
frame_60.jpg,37,normal,688.3333333333334,765.0,176.66666666666669,193.33333333333334
frame_60.jpg,38,normal,375.0,761.6666666666667,218.33333333333334,208.33333333333334
frame_60.jpg,39,normal,495.0,556.6666666666667,181.66666666666669,175.0
frame_60.jpg,40,normal,541.6666666666667,370.0,170.0,151.66666666666669
frame_60.jpg,41,normal,580.0,251.66666666666669,146.66666666666669,118.33333333333334
frame_60.jpg,42,normal,618.3333333333334,106.66666666666667,125.0,120.0
frame_60.jpg,43,normal,673.3333333333334,18.333333333333336,106.66666666666667,105.0
frame_60.jpg,44,normal,428.33333333333337,11.666666666666668,116.66666666666667,95.0
frame_80.jpg,1,normal,128.33333333333334,223.33333333333334,175.0,135.0
frame_80.jpg,5,normal,183.33333333333334,98.33333333333334,146.66666666666669,123.33333333333334
frame_80.jpg,6,normal,231.66666666666669,5.0,148.33333333333334,98.33333333333334
frame_80.jpg,7,normal,386.6666666666667,100.0,148.33333333333334,125.0
frame_80.jpg,9,normal,338.33333333333337,218.33333333333334,148.33333333333334,130.0
frame_80.jpg,10,normal,253.33333333333334,366.6666666666667,200.0,173.33333333333334
frame_80.jpg,11,normal,116.66666666666667,540.0,231.66666666666669,180.0
frame_80.jpg,14,normal,1546.6666666666667,796.6666666666667,260.0,200.0
frame_80.jpg,15,normal,1515.0,601.6666666666667,186.66666666666669,183.33333333333334
frame_80.jpg,16,normal,1463.3333333333335,445.0,181.66666666666669,151.66666666666669
frame_80.jpg,17,normal,1426.6666666666667,296.6666666666667,165.0,141.66666666666669
frame_80.jpg,18,normal,1405.0,158.33333333333334,133.33333333333334,123.33333333333334
frame_80.jpg,19,normal,1361.6666666666667,31.666666666666668,126.66666666666667,111.66666666666667
frame_80.jpg,20,normal,1203.3333333333335,28.333333333333336,113.33333333333334,111.66666666666667
frame_80.jpg,21,normal,1221.6666666666667,170.0,126.66666666666667,130.0
frame_80.jpg,22,normal,1210.0,271.6666666666667,155.0,141.66666666666669
frame_80.jpg,23,normal,1236.6666666666667,406.6666666666667,160.0,141.66666666666669
frame_80.jpg,24,normal,1238.3333333333335,566.6666666666667,173.33333333333334,175.0
frame_80.jpg,25,normal,1250.0,781.6666666666667,193.33333333333334,186.66666666666669
frame_80.jpg,26,normal,990.0,785.0,180.0,193.33333333333334
frame_80.jpg,27,normal,1036.6666666666667,561.6666666666667,166.66666666666669,173.33333333333334
frame_80.jpg,28,normal,1028.3333333333335,425.0,141.66666666666669,148.33333333333334
frame_80.jpg,29,normal,1033.3333333333335,268.33333333333337,141.66666666666669,146.66666666666669
frame_80.jpg,30,normal,1033.3333333333335,143.33333333333334,130.0,131.66666666666669
frame_80.jpg,31,normal,1040.0,21.666666666666668,103.33333333333334,111.66666666666667
frame_80.jpg,32,normal,871.6666666666667,25.0,103.33333333333334,111.66666666666667
frame_80.jpg,33,normal,838.3333333333334,140.0,125.0,126.66666666666667
frame_80.jpg,34,anomaly,803.3333333333334,243.33333333333334,141.66666666666669,145.0
frame_80.jpg,35,normal,785.0,381.6666666666667,145.0,153.33333333333334
frame_80.jpg,36,normal,730.0,566.6666666666667,176.66666666666669,180.0
frame_80.jpg,37,normal,688.3333333333334,765.0,176.66666666666669,193.33333333333334
frame_80.jpg,38,normal,373.33333333333337,763.3333333333334,218.33333333333334,208.33333333333334
frame_80.jpg,39,normal,500.0,555.0,181.66666666666669,175.0
frame_80.jpg,40,normal,541.6666666666667,368.33333333333337,170.0,151.66666666666669
frame_80.jpg,41,normal,581.6666666666667,251.66666666666669,146.66666666666669,118.33333333333334
frame_80.jpg,42,normal,616.6666666666667,106.66666666666667,125.0,120.0
frame_80.jpg,43,normal,673.3333333333334,18.333333333333336,106.66666666666667,105.0
frame_80.jpg,44,normal,428.33333333333337,11.666666666666668,116.66666666666667,95.0
frame_100.jpg,1,normal,136.66666666666669,221.66666666666669,175.0,135.0
frame_100.jpg,5,normal,186.66666666666669,98.33333333333334,146.66666666666669,123.33333333333334
frame_100.jpg,6,normal,236.66666666666669,5.0,148.33333333333334,98.33333333333334
frame_100.jpg,7,normal,391.6666666666667,101.66666666666667,148.33333333333334,125.0
frame_100.jpg,9,normal,346.6666666666667,218.33333333333334,148.33333333333334,130.0
frame_100.jpg,10,normal,260.0,366.6666666666667,200.0,173.33333333333334
frame_100.jpg,11,normal,121.66666666666667,540.0,231.66666666666669,180.0
frame_100.jpg,14,normal,1553.3333333333335,796.6666666666667,260.0,200.0
frame_100.jpg,15,normal,1521.6666666666667,601.6666666666667,186.66666666666669,183.33333333333334
frame_100.jpg,16,normal,1465.0,443.33333333333337,181.66666666666669,151.66666666666669
frame_100.jpg,17,normal,1431.6666666666667,295.0,165.0,141.66666666666669
frame_100.jpg,18,normal,1408.3333333333335,158.33333333333334,133.33333333333334,123.33333333333334
frame_100.jpg,19,normal,1366.6666666666667,31.666666666666668,126.66666666666667,111.66666666666667
frame_100.jpg,20,normal,1208.3333333333335,28.333333333333336,113.33333333333334,111.66666666666667
frame_100.jpg,21,normal,1226.6666666666667,170.0,126.66666666666667,130.0
frame_100.jpg,22,normal,1215.0,273.33333333333337,155.0,141.66666666666669
frame_100.jpg,23,normal,1243.3333333333335,405.0,160.0,141.66666666666669
frame_100.jpg,24,normal,1245.0,565.0,173.33333333333334,175.0
frame_100.jpg,25,normal,1256.6666666666667,781.6666666666667,193.33333333333334,186.66666666666669
frame_100.jpg,26,normal,996.6666666666667,785.0,180.0,193.33333333333334
frame_100.jpg,27,normal,1043.3333333333335,561.6666666666667,166.66666666666669,173.33333333333334
frame_100.jpg,28,normal,1033.3333333333335,426.6666666666667,141.66666666666669,148.33333333333334
frame_100.jpg,29,normal,1038.3333333333335,268.33333333333337,141.66666666666669,146.66666666666669
frame_100.jpg,30,normal,1036.6666666666667,143.33333333333334,130.0,131.66666666666669
frame_100.jpg,31,normal,1045.0,21.666666666666668,103.33333333333334,111.66666666666667
frame_100.jpg,32,normal,876.6666666666667,25.0,103.33333333333334,111.66666666666667
frame_100.jpg,33,normal,841.6666666666667,140.0,125.0,126.66666666666667
frame_100.jpg,34,anomaly,808.3333333333334,245.0,141.66666666666669,145.0
frame_100.jpg,35,normal,790.0,381.6666666666667,145.0,153.33333333333334
frame_100.jpg,36,normal,736.6666666666667,566.6666666666667,176.66666666666669,180.0
frame_100.jpg,37,normal,695.0,765.0,176.66666666666669,193.33333333333334
frame_100.jpg,38,normal,381.6666666666667,761.6666666666667,218.33333333333334,208.33333333333334
frame_100.jpg,39,normal,505.0,556.6666666666667,181.66666666666669,175.0
frame_100.jpg,40,normal,548.3333333333334,366.6666666666667,170.0,151.66666666666669
frame_100.jpg,41,normal,586.6666666666667,251.66666666666669,146.66666666666669,118.33333333333334
frame_100.jpg,42,normal,623.3333333333334,106.66666666666667,125.0,120.0
frame_100.jpg,43,normal,678.3333333333334,18.333333333333336,106.66666666666667,105.0
frame_100.jpg,44,normal,433.33333333333337,11.666666666666668,116.66666666666667,95.0
frame_120.jpg,1,normal,141.66666666666669,223.33333333333334,175.0,135.0
frame_120.jpg,5,normal,193.33333333333334,98.33333333333334,146.66666666666669,123.33333333333334
frame_120.jpg,6,normal,243.33333333333334,5.0,148.33333333333334,98.33333333333334
frame_120.jpg,7,normal,400.0,100.0,148.33333333333334,125.0
frame_120.jpg,9,normal,351.6666666666667,218.33333333333334,148.33333333333334,130.0
frame_120.jpg,10,normal,266.6666666666667,366.6666666666667,200.0,173.33333333333334
frame_120.jpg,11,normal,130.0,540.0,231.66666666666669,180.0
frame_120.jpg,14,normal,1563.3333333333335,796.6666666666667,260.0,200.0
frame_120.jpg,15,normal,1531.6666666666667,601.6666666666667,186.66666666666669,183.33333333333334
frame_120.jpg,16,normal,1476.6666666666667,441.6666666666667,181.66666666666669,151.66666666666669
frame_120.jpg,17,normal,1436.6666666666667,296.6666666666667,165.0,141.66666666666669
frame_120.jpg,18,normal,1416.6666666666667,158.33333333333334,133.33333333333334,123.33333333333334
frame_120.jpg,19,normal,1373.3333333333335,31.666666666666668,126.66666666666667,111.66666666666667
frame_120.jpg,20,normal,1215.0,28.333333333333336,113.33333333333334,111.66666666666667
frame_120.jpg,21,normal,1233.3333333333335,170.0,126.66666666666667,130.0
frame_120.jpg,22,normal,1223.3333333333335,271.6666666666667,155.0,141.66666666666669
frame_120.jpg,23,normal,1250.0,403.33333333333337,160.0,141.66666666666669
frame_120.jpg,24,normal,1255.0,566.6666666666667,173.33333333333334,175.0
frame_120.jpg,25,normal,1266.6666666666667,781.6666666666667,193.33333333333334,186.66666666666669
frame_120.jpg,26,normal,1006.6666666666667,785.0,180.0,193.33333333333334
frame_120.jpg,27,normal,1053.3333333333335,561.6666666666667,166.66666666666669,173.33333333333334
frame_120.jpg,28,normal,1041.6666666666667,425.0,141.66666666666669,148.33333333333334
frame_120.jpg,29,normal,1046.6666666666667,268.33333333333337,141.66666666666669,146.66666666666669
frame_120.jpg,30,normal,1045.0,143.33333333333334,130.0,131.66666666666669
frame_120.jpg,31,normal,1051.6666666666667,21.666666666666668,103.33333333333334,111.66666666666667
frame_120.jpg,32,normal,883.3333333333334,25.0,103.33333333333334,111.66666666666667
frame_120.jpg,33,normal,850.0,140.0,125.0,126.66666666666667
frame_120.jpg,34,anomaly,816.6666666666667,243.33333333333334,141.66666666666669,145.0
frame_120.jpg,35,normal,798.3333333333334,381.6666666666667,145.0,153.33333333333334
frame_120.jpg,36,normal,746.6666666666667,566.6666666666667,176.66666666666669,180.0
frame_120.jpg,37,normal,708.3333333333334,765.0,176.66666666666669,193.33333333333334
frame_120.jpg,38,normal,390.0,763.3333333333334,218.33333333333334,208.33333333333334
frame_120.jpg,39,normal,513.3333333333334,555.0,181.66666666666669,175.0
frame_120.jpg,40,normal,555.0,368.33333333333337,170.0,151.66666666666669
frame_120.jpg,41,normal,595.0,251.66666666666669,146.66666666666669,118.33333333333334
frame_120.jpg,42,normal,630.0,106.66666666666667,125.0,120.0
frame_120.jpg,43,normal,685.0,18.333333333333336,106.66666666666667,105.0
frame_120.jpg,44,normal,440.0,11.666666666666668,116.66666666666667,95.0
frame_140.jpg,1,normal,153.33333333333334,221.66666666666669,175.0,135.0
frame_140.jpg,5,normal,203.33333333333334,98.33333333333334,146.66666666666669,123.33333333333334
frame_140.jpg,6,normal,250.0,5.0,148.33333333333334,98.33333333333334
frame_140.jpg,7,normal,405.0,101.66666666666667,148.33333333333334,125.0
frame_140.jpg,9,normal,363.33333333333337,218.33333333333334,148.33333333333334,130.0
frame_140.jpg,10,normal,276.6666666666667,366.6666666666667,200.0,173.33333333333334
frame_140.jpg,11,normal,145.0,540.0,231.66666666666669,180.0
frame_140.jpg,15,normal,1541.6666666666667,601.6666666666667,186.66666666666669,183.33333333333334
frame_140.jpg,16,normal,1485.0,440.0,181.66666666666669,151.66666666666669
frame_140.jpg,17,normal,1448.3333333333335,295.0,165.0,141.66666666666669
frame_140.jpg,18,normal,1425.0,158.33333333333334,133.33333333333334,123.33333333333334
frame_140.jpg,19,normal,1380.0,31.666666666666668,126.66666666666667,111.66666666666667
frame_140.jpg,20,normal,1223.3333333333335,28.333333333333336,113.33333333333334,111.66666666666667
frame_140.jpg,21,normal,1243.3333333333335,170.0,126.66666666666667,130.0
frame_140.jpg,22,normal,1231.6666666666667,273.33333333333337,155.0,141.66666666666669
frame_140.jpg,23,normal,1260.0,401.6666666666667,160.0,141.66666666666669
frame_140.jpg,24,normal,1268.3333333333335,565.0,173.33333333333334,175.0
frame_140.jpg,25,normal,1280.0,781.6666666666667,193.33333333333334,186.66666666666669
frame_140.jpg,26,normal,1020.0,785.0,180.0,193.33333333333334
frame_140.jpg,27,normal,1063.3333333333335,561.6666666666667,166.66666666666669,173.33333333333334
frame_140.jpg,28,normal,1053.3333333333335,423.33333333333337,141.66666666666669,148.33333333333334
frame_140.jpg,29,normal,1055.0,268.33333333333337,141.66666666666669,146.66666666666669
frame_140.jpg,30,normal,1053.3333333333335,143.33333333333334,130.0,131.66666666666669
frame_140.jpg,31,normal,1060.0,21.666666666666668,103.33333333333334,111.66666666666667
frame_140.jpg,32,normal,890.0,25.0,103.33333333333334,111.66666666666667
frame_140.jpg,33,normal,860.0,140.0,125.0,126.66666666666667
frame_140.jpg,34,anomaly,825.0,245.0,141.66666666666669,145.0
frame_140.jpg,35,normal,810.0,381.6666666666667,145.0,153.33333333333334
frame_140.jpg,36,normal,756.6666666666667,566.6666666666667,176.66666666666669,180.0
frame_140.jpg,37,normal,721.6666666666667,765.0,176.66666666666669,193.33333333333334
frame_140.jpg,38,normal,405.0,761.6666666666667,218.33333333333334,208.33333333333334
frame_140.jpg,39,normal,525.0,556.6666666666667,181.66666666666669,175.0
frame_140.jpg,40,normal,565.0,366.6666666666667,170.0,151.66666666666669
frame_140.jpg,41,normal,603.3333333333334,251.66666666666669,146.66666666666669,118.33333333333334
frame_140.jpg,42,normal,640.0,106.66666666666667,125.0,120.0
frame_140.jpg,43,normal,691.6666666666667,18.333333333333336,106.66666666666667,105.0
frame_140.jpg,44,normal,448.33333333333337,11.666666666666668,116.66666666666667,95.0
frame_160.jpg,1,normal,161.66666666666669,223.33333333333334,175.0,135.0
frame_160.jpg,5,normal,210.0,98.33333333333334,146.66666666666669,123.33333333333334
frame_160.jpg,6,normal,258.33333333333337,5.0,148.33333333333334,98.33333333333334
frame_160.jpg,7,normal,416.6666666666667,100.0,148.33333333333334,125.0
frame_160.jpg,9,normal,371.6666666666667,218.33333333333334,148.33333333333334,130.0
frame_160.jpg,10,normal,290.0,366.6666666666667,200.0,173.33333333333334
frame_160.jpg,11,normal,156.66666666666669,540.0,231.66666666666669,180.0
frame_160.jpg,15,normal,1555.0,601.6666666666667,186.66666666666669,183.33333333333334
frame_160.jpg,16,normal,1496.6666666666667,441.6666666666667,181.66666666666669,151.66666666666669
frame_160.jpg,17,normal,1456.6666666666667,293.33333333333337,165.0,141.66666666666669
frame_160.jpg,18,normal,1435.0,158.33333333333334,133.33333333333334,123.33333333333334
frame_160.jpg,19,normal,1388.3333333333335,31.666666666666668,126.66666666666667,111.66666666666667
frame_160.jpg,20,normal,1231.6666666666667,28.333333333333336,113.33333333333334,111.66666666666667
frame_160.jpg,21,normal,1251.6666666666667,170.0,126.66666666666667,130.0
frame_160.jpg,22,normal,1243.3333333333335,271.6666666666667,155.0,141.66666666666669
frame_160.jpg,23,normal,1270.0,403.33333333333337,160.0,141.66666666666669
frame_160.jpg,24,normal,1281.6666666666667,563.3333333333334,173.33333333333334,175.0
frame_160.jpg,25,normal,1293.3333333333335,781.6666666666667,193.33333333333334,186.66666666666669
frame_160.jpg,26,normal,1033.3333333333335,785.0,180.0,193.33333333333334
frame_160.jpg,27,normal,1076.6666666666667,561.6666666666667,166.66666666666669,173.33333333333334
frame_160.jpg,28,normal,1061.6666666666667,421.6666666666667,141.66666666666669,148.33333333333334
frame_160.jpg,29,normal,1066.6666666666667,268.33333333333337,141.66666666666669,146.66666666666669
frame_160.jpg,30,normal,1061.6666666666667,143.33333333333334,130.0,131.66666666666669
frame_160.jpg,31,normal,1066.6666666666667,21.666666666666668,103.33333333333334,111.66666666666667
frame_160.jpg,32,normal,898.3333333333334,25.0,103.33333333333334,111.66666666666667
frame_160.jpg,33,normal,868.3333333333334,140.0,125.0,126.66666666666667
frame_160.jpg,34,anomaly,836.6666666666667,243.33333333333334,141.66666666666669,145.0
frame_160.jpg,35,normal,821.6666666666667,381.6666666666667,145.0,153.33333333333334
frame_160.jpg,36,normal,770.0,566.6666666666667,176.66666666666669,180.0
frame_160.jpg,37,normal,735.0,765.0,176.66666666666669,193.33333333333334
frame_160.jpg,38,normal,416.6666666666667,763.3333333333334,218.33333333333334,208.33333333333334
frame_160.jpg,39,normal,540.0,555.0,181.66666666666669,175.0
frame_160.jpg,40,normal,575.0,368.33333333333337,170.0,151.66666666666669
frame_160.jpg,41,normal,613.3333333333334,251.66666666666669,146.66666666666669,118.33333333333334
frame_160.jpg,42,normal,648.3333333333334,106.66666666666667,125.0,120.0
frame_160.jpg,43,normal,700.0,18.333333333333336,106.66666666666667,105.0
frame_160.jpg,44,normal,456.6666666666667,11.666666666666668,116.66666666666667,95.0
frame_180.jpg,1,normal,173.33333333333334,221.66666666666669,175.0,135.0
frame_180.jpg,5,normal,220.0,98.33333333333334,146.66666666666669,123.33333333333334
frame_180.jpg,6,normal,268.33333333333337,5.0,148.33333333333334,98.33333333333334
frame_180.jpg,7,normal,421.6666666666667,101.66666666666667,148.33333333333334,125.0
frame_180.jpg,8,normal,101.66666666666667,1.6666666666666667,145.0,111.66666666666667
